Well_Name,Program,Expedition,Site,Hole,Oceanic_Region,Longitude,Latitude,Spud_Date,Completion_Date,Water_Depth_(m),Number_of_Cores,Total_Penetration_(mbsf),Interval_Cored_(m),Core_Recovered_(m),%_Recovered,Reported_Age_of_Oldest_Sediment_Recovered,Oldest_Sediment_Lithology,Oldest_Sediment_Subbottom_Depth,EGI_Synthesized,Well_Logging,Data_Source,depth_age_model_page_from_data_source,Lithology,Paleowater_depth,Depth_Age_model,fossil_zones
ODP 175-1080A,ODP,175,1080,A,South Atlantic Ocean,10.8201,-16.5597,"Sep 7, 1997","Sep 7, 1997",2765.8,7,52.1,52.1,160.29,106.6602687,NA,"dark greenish gray to olive-gray, diatom-bearing and diatom-rich silty clays with varying abundances of nannofossils and foraminifers",N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_08.PDF,10,1,0,1,1
ODP 175-1080B,ODP,175,1080,B,South Atlantic Ocean,10.8201,-16.5599,"Sep 7, 1997","Sep 8, 1997",2767.9,5,38.2,38.2,119.36,104.3455497,NA,"dark greenish gray to olive-gray, diatom-bearing and diatom-rich silty clays with varying abundances of nannofossils and foraminifers",N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_08.PDF,10,1,0,1,1
ODP 175-1081A,ODP,175,1081,A,South Atlantic Ocean,11.3193,-19.6197,"Sep 9, 1997","Sep 11, 1997",794.1,49,452.7,452.7,7.02,86.91848907,NA,clayey nannofossil ooze,452.7,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_09.PDF,23,1,0,1,1
ODP 175-1081B,ODP,175,1081,B,South Atlantic Ocean,11.3193,-19.62,"Sep 11, 1997","Sep 12, 1997",793.1,21,187.6,187.6,373.23,104.4083156,NA,"clay with varying amounts of diatoms, nannofossils, foraminifers, and radiolarians",N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_09.PDF,23,1,0,1,1
ODP 175-1081C,ODP,175,1081,C,South Atlantic Ocean,11.3194,-19.6202,"Sep 12, 1997","Sep 12, 1997",793.8,17,155.2,155.2,63.78,103.6984536,NA,"clay with varying amounts of diatoms, nannofossils, foraminifers, and radiolarians",N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_09.PDF,23,1,0,1,1
ODP 175-1082A,ODP,175,1082,A,South Atlantic Ocean,11.8206,-21.094,"Sep 13, 1997","Sep 16, 1997",1279.3,64,600.6,600.6,213.64,83.58474858,NA,nannofossil ooze,N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_10.PDF,12,1,0,1,1
ODP 175-1082B,ODP,175,1082,B,South Atlantic Ocean,11.8205,-21.0942,"Sep 16, 1997","Sep 16, 1997",1280.4,14,127,127,217.26,104.8582677,NA,intercalated intervals of nannofossil- and diatom-rich clay and nannofossil-rich diatomaceous clay,N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_10.PDF,12,1,0,1,1
ODP 175-1082C,ODP,175,1082,C,South Atlantic Ocean,11.8206,-21.0945,"Sep 16, 1997","Sep 17, 1997",1282.1,24,202,202,279.77,107.8366337,NA,intercalated intervals of nannofossil- and diatom-rich clay and nannofossil-rich diatomaceous clay,N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_10.PDF,12,1,0,1,1
ODP 175-1083A,ODP,175,1083,A,South Atlantic Ocean,11.2179,-20.8947,"Sep 17, 1997","Sep 18, 1997",2178.1,22,201.3,201.3,203.52,92.0615996,NA,clayey nannofossil ooze,N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_11.PDF,6,1,0,1,1
ODP 175-1083B,ODP,175,1083,B,South Atlantic Ocean,11.2179,-20.895,"Sep 18, 1997","Sep 18, 1997",2183.1,22,202.3,202.3,3.95,102.0316362,NA,clayey nannofossil ooze,N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_11.PDF,6,1,0,1,1
ODP 175-1083C,ODP,175,1083,C,South Atlantic Ocean,11.2179,-20.8952,"Sep 18, 1997","Sep 18, 1997",2178.9,1,9.5,9.5,165.18,102.9473684,NA,clayey nannofossil ooze,N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_11.PDF,6,1,0,1,1
ODP 175-1083D,ODP,175,1083,D,South Atlantic Ocean,11.2179,-20.8952,"Sep 18, 1997","Sep 19, 1997",2178.3,21,196.1,196.1,31.49,102.9780724,NA,clayey nannofossil ooze,N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_11.PDF,6,1,0,1,1
ODP 175-1084A,ODP,175,1084,A,South Atlantic Ocean,13.0278,-25.5139,"Sep 21, 1997","Sep 24, 1997",1991.9,65,605,605,181.94,84.5553719,NA,"clayey nannofossil ooze, diatom-bearing clayey nannofossil ooze, and diatom-rich clayey nannofossil ooze",N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_12.PDF,15,1,0,1,1
ODP 175-1084B,ODP,175,1084,B,South Atlantic Ocean,13.0278,-25.5137,"Sep 24, 1997","Sep 24, 1997",1992.8,20,182.8,182.8,144.54,102.0787746,NA,"nannofossil-rich diatomaceous clay, clayey nannofossil ooze, and diatom-bearing clay",N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_12.PDF,15,1,0,1,1
ODP 175-1084C,ODP,175,1084,C,South Atlantic Ocean,13.0278,-25.5134,"Sep 24, 1997","Sep 25, 1997",1991.8,22,207.6,207.6,150.79,104.9229287,NA,"nannofossil-rich diatomaceous clay, clayey nannofossil ooze, and diatom-bearing clay",N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_12.PDF,15,1,0,1,1
ODP 175-1085A,ODP,175,1085,A,South Atlantic Ocean,13.9901,-29.3744,"Sep 26, 1997","Sep 29, 1997",1713.2,64,604,604,28.28,98.4089404,NA,clay-rich nannofossil ooze,N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_13.PDF,16,1,0,1,1
ODP 175-1085B,ODP,175,1085,B,South Atlantic Ocean,13.9898,-29.3744,"Sep 29, 1997","Sep 30, 1997",1713,35,321.2,321.2,263.69,101.6843088,NA,nannofossil ooze,N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_13.PDF,16,1,0,1,1
ODP 175-1086A,ODP,175,1086,A,South Atlantic Ocean,15.6604,-31.5527,"Oct 1, 1997","Oct 2, 1997",781.1,22,206.2,206.2,208.98,102.371484,NA,"clay-rich nannofossil-foraminifer ooze, foraminifer-nannofossil ooze, foraminifer-rich nannofossil ooze, and nannofossil ooze",N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_14.PDF,12,1,0,1,1
ODP 175-1086B,ODP,175,1086,B,South Atlantic Ocean,15.6601,-31.5527,"Oct 1, 1997","Oct 3, 1997",784.5,23,208.5,208.5,119.46,101.7218225,NA,"clay-rich nannofossil-foraminifer ooze, foraminifer-nannofossil ooze, foraminifer-rich nannofossil ooze, and nannofossil ooze",N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_14.PDF,12,1,0,1,1
ODP 175-1087A,ODP,175,1087,A,South Atlantic Ocean,15.3109,-31.4647,"Oct 3, 1997","Oct 3, 1997",1371.6,27,255.2,255.2,160.43,98.89498433,NA,"foraminifer-nannofossil ooze, foraminifer-rich nannofossil ooze, foraminifer-bearing nannofossil ooze, and nannofossil ooze",N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_15.PDF,11,1,0,1,1
ODP 175-1087B,ODP,175,1087,B,South Atlantic Ocean,15.3109,-31.465,"Oct 3, 1997","Oct 4, 1997",1371.6,8,72.5,72.5,11.54,103.2137931,NA,"foraminifer-nannofossil ooze, foraminifer-rich nannofossil ooze, foraminifer-bearing nannofossil ooze, and nannofossil ooze",N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_15.PDF,11,1,0,1,1
ODP 175-1087C,ODP,175,1087,C,South Atlantic Ocean,15.3109,-31.4652,"Oct 4, 1997","Oct 6, 1997",1371.6,53,491.9,491.9,6.24,97.23521041,NA,foraminifer-bearing and foraminifer-rich nannofossil ooze,N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_15.PDF,11,1,0,1,1
ODP 175-1087D,ODP,175,1087,D,South Atlantic Ocean,15.3109,-31.4655,"Oct 6, 1997","Oct 7, 1997",1371.8,15,201.3,128.8,135.08,101.6459627,NA,"foraminifer-nannofossil ooze, foraminifer-rich nannofossil ooze, foraminifer-bearing nannofossil ooze, and nannofossil ooze",N/A,,,http://www-odp.tamu.edu/publications/175_IR/VOLUME/CHAPTERS/CHAP_15.PDF,11,1,0,1,1
ODP 181-1119A,ODP,181,1119,A,South Pacific Ocean,172.393,-44.7555,"Aug 22, 1998","Aug 22, 1998",395.5,1,6,6,79.08,100.1666667,late to middle Pleistocene,silty clay interbedded with silty sand and sandy silt,6.01,,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CHAPTERS/IR181_03.PDF,53,1,0,1,0
ODP 181-1119B,ODP,181,1119,B,South Pacific Ocean,172.393,-44.7555,"Aug 22, 1998","Aug 23, 1998",396.8,17,155.8,155.8,13.27,105.5648267,middle to early Pleistocene,silty clays and silty sands,155.54,,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CHAPTERS/IR181_03.PDF,53,1,0,1,0
ODP 181-1119C,ODP,181,1119,C,South Pacific Ocean,172.394,-44.7555,"Aug 23, 1998","Aug 25, 1998",396.2,52,494.8,494.8,10.24,89.39571544,late to mid-Pliocene,silty clay,494.8,,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CHAPTERS/IR181_03.PDF,53,1,0,1,0
ODP 181-1120A,ODP,181,1120,A,South Pacific Ocean,173.372,-50.0634,"Aug 27, 1998","Aug 27, 1998",542.9,1,4.6,4.6,322.89,100,late Pleistocene,foraminifer nannofossil ooze/nannofossil foraminifer ooze,4.6,,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CHAPTERS/IR181_04.PDF,31,1,0,1,1
ODP 181-1120B,ODP,181,1120,B,South Pacific Ocean,173.372,-50.0634,"Aug 27, 1998","Aug 28, 1998",544.2,21,188,188,76.72,77.93085106,early to late Miocene,nannofossil ooze,188,,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CHAPTERS/IR181_04.PDF,31,1,0,1,1
ODP 181-1120C,ODP,181,1120,C,South Pacific Ocean,173.372,-50.0636,"Aug 28, 1998","Aug 29, 1998",545.9,5,44.6,44.6,312.47,100.7847534,late Miocene,foraminifer nannofossil ooze,44.6,,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CHAPTERS/IR181_04.PDF,31,1,0,1,1
ODP 181-1120D,ODP,181,1120,D,South Pacific Ocean,173.372,-50.0637,"Aug 31, 1998","Aug 31, 1998",545.9,10,220.7,63.3,300.8,104.5339652,early to late Miocene,nannofossil ooze,220.7,,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CHAPTERS/IR181_04.PDF,31,1,0,1,1
ODP 182-1126A,ODP,182,1126,A,Great Australian Bight,128.067,-33.5093,"Oct 25, 1998","Oct 25, 1998",784.8,1,9.5,9.5,198.17,102,Pleistocene,calcareous nannofossil ooze with planktonic foraminifers,9.5,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_04.PDF,54,1,1,1,1
ODP 182-1126B,ODP,182,1126,B,Great Australian Bight,128.067,-33.5093,"Oct 26, 1998","Oct 27, 1998",783.8,32,263.3,253.5,186.14,64.12228797,middle Eocene-early Miocene,nannofossil chalk,263.3,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_04.PDF,54,1,1,1,1
ODP 182-1126C,ODP,182,1126,C,Great Australian Bight,128.067,-33.5094,"Oct 27, 1998","Oct 28, 1998",783.8,17,154,154,179.44,89.94805195,middle Miocene,calcareous nannofossil ooze,154,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_04.PDF,54,1,1,1,1
ODP 182-1126D,ODP,182,1126,D,Great Australian Bight,128.066,-33.5093,"Oct 28, 1998","Oct 29, 1998",783.8,34,463.3,313.3,189.15,12.91733163,Cretaceous,"siltstone, sandstone, and microconglomerate",455.91,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_04.PDF,54,1,1,1,1
ODP 182-1127A,ODP,182,1127,A,Great Australian Bight,128.481,-33.3574,"Oct 30, 1998","Oct 30, 1998",478.7,1,9.5,9.5,603.85,101.8947368,Pleistocene,calcareous ooze with nannofossils and planktonic foraminifera,9.68,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_05.PDF,36,1,1,1,1
ODP 182-1127B,ODP,182,1127,B,Great Australian Bight,128.481,-33.3575,"Oct 30, 1998","Nov 2, 1998",479.3,55,510.7,510.7,241.71,86.26590954,Miocene,nannofossil chalk,510.7,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_05.PDF,36,1,1,1,1
ODP 182-1128A,ODP,182,1128,A,Great Australian Bight,127.591,-34.3912,"Nov 3, 1998","Nov 3, 1998",3876,1,9.5,9.5,606.16,98,Pleistocene-early Oligocene,nannofossil ooze,9.5,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_06.PDF,55,1,1,1,1
ODP 182-1128B,ODP,182,1128,B,Great Australian Bight,127.591,-34.3912,"Nov 3, 1998","Nov 5, 1998",3874.6,30,280.7,280.7,81.71,82.49732811,late Eocene-early Oligocene,clay,280.7,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_06.PDF,55,1,1,1,1
ODP 182-1128C,ODP,182,1128,C,Great Australian Bight,127.591,-34.3911,"Nov 5, 1998","Nov 6, 1998",3874.3,26,240.1,240.1,85.49,96.97625989,early Oligocene,clay,221.3,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_06.PDF,55,1,1,1,1
ODP 182-1128D,ODP,182,1128,D,Great Australian Bight,127.591,-34.3909,"Nov 7, 1998","Nov 9, 1998",3874.2,24,452.6,221.4,76.64,35.71815718,Middle Eocene,clayey siltstone,452.6,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_06.PDF,55,1,1,1,1
ODP 182-1129A,ODP,182,1129,A,Great Australian Bight,128.481,-33.2898,"Nov 11, 1998","Nov 11, 1998",202.9,3,23.3,13.8,632.07,96.15942029,Pleistocene,bioclastic packstone and grainstone with chert,23.3,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_07.PDF,41,1,1,1,1
ODP 182-1129B,ODP,182,1129,B,Great Australian Bight,128.481,-33.2896,"Nov 19, 1998","Nov 20, 1998",202.3,3,41,19,0,53.89473684,Pleistocene,bryozoan floatstone,41,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_07.PDF,41,1,1,1,1
ODP 182-1129C,ODP,182,1129,C,Great Australian Bight,128.481,-33.2966,"Nov 25, 1998","Nov 26, 1998",202.4,48,451.6,451.6,707.6,71.49911426,Pliocene-Pleistocene,bioclastic packstone and minor grainstone,451.6,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_07.PDF,41,1,1,1,1
ODP 182-1129D,ODP,182,1129,D,Great Australian Bight,128.481,-33.2965,"Nov 29, 1998","Nov 29, 1998",202.1,28,604.2,250.6,0,30.61452514,early-middle Miocene,bioclastic packstone and grainstone with chert,604.2,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_07.PDF,41,1,1,1,1
ODP 182-1130A,ODP,182,1130,A,Great Australian Bight,127.602,-33.4202,"Nov 12, 1998","Nov 13, 1998",486.7,41,380.4,380.4,101.75,82.1424816,late Eocene,calcareous sandstone,369.87,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_08.PDF,42,1,1,1,1
ODP 182-1130B,ODP,182,1130,B,Great Australian Bight,127.602,-33.4202,"Nov 13, 1998","Nov 14, 1998",488.1,33,310.4,310.4,96.19,96.90721649,late Miocene -early Pliocene,calcareous nannofossil foraminiferal chalk and ooze,310.56,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_08.PDF,42,1,1,1,1
ODP 182-1130C,ODP,182,1130,C,Great Australian Bight,127.602,-33.42,"Nov 15, 1998","Nov 15, 1998",488,11,395.2,96,0.59,24.27083333,late Eocene,calcareous sandstone,386.51,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_08.PDF,42,1,1,1,1
ODP 182-1131A,ODP,182,1131,A,Great Australian Bight,128.481,-33.3261,"Nov 16, 1998","Nov 18, 1998",333.4,66,616.9,616.9,3.59,60.26260334,early Miocene,bioclastic grainstone,616.9,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_09.PDF,33,1,1,1,1
ODP 182-1131B,ODP,182,1131,B,Great Australian Bight,128.481,-33.3259,"Nov 20, 1998","Nov 20, 1998",331.4,12,105.8,105.8,22.2,90.11342155,Pleistocene,bioclastic packstone,105.8,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_09.PDF,33,1,1,1,1
ODP 182-1132A,ODP,182,1132,A,Great Australian Bight,127.602,-33.316,"Nov 21, 1998","Nov 21, 1998",218,1,9.3,9.3,11.91,99.24731183,NA,,N/A,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_10.PDF,48,1,1,1,1
ODP 182-1132B,ODP,182,1132,B,Great Australian Bight,127.602,-33.3162,"Nov 21, 1998","Nov 22, 1998",218.5,32,284.6,284.6,7.13,76.37034434,middle Miocene,grainstone and chert,257.2,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_10.PDF,48,1,1,1,1
ODP 182-1132C,ODP,182,1132,C,Great Australian Bight,127.602,-33.316,"Nov 22, 1998","Nov 23, 1998",218.5,41,603.2,366.2,18.56,6.12233752,middle-late Eocene,bioclastic grainstone and packstone,555.95,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_10.PDF,48,1,1,1,1
ODP 182-1133A,ODP,182,1133,A,Great Australian Bight,128.905,-33.5395,"Nov 27, 1998","Nov 27, 1998",1037.2,1,9.5,9.5,6.3,102.9473684,late Pleistocene,calcareous ooze,6.87,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_11.PDF,24,1,0,1,1
ODP 182-1133B,ODP,182,1133,B,Great Australian Bight,128.905,-33.5396,"Nov 27, 1998","Nov 27, 1998",1037.2,19,152.1,152.1,12.24,31.9460881,early-middle Miocene,"Gray, fine-grained, laminated bioclastic grainstone and packstone/ grainstone occurs",142.59,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_11.PDF,24,1,0,1,1
ODP 182-1133C,ODP,182,1133,C,Great Australian Bight,128.905,-33.5398,"Nov 27, 1998","Nov 28, 1998",1036.8,6,53.3,53.3,12.74,69.90619137,early-middle Miocene,white nannofossil ooze with mudstone texture,47.8,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_11.PDF,24,1,0,1,1
ODP 182-1134A,ODP,182,1134,A,Great Australian Bight,127.264,-33.5287,"Dec 1, 1998","Dec 2, 1998",701,43,397.1,397.1,11.7,49.24200453,middle Eocene,limonitic sandstone with siliclastic components,397.1,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_12.PDF,36,1,1,1,1
ODP 182-1134B,ODP,182,1134,B,Great Australian Bight,127.264,-33.529,"Dec 3, 1998","Dec 4, 1998",699.9,25,234.8,234.8,2.76,67.61499148,Late Eocene-Miocene,"calcareous nannofossil chalk, porcellenite, and chert",234.8,,,http://www-odp.tamu.edu/publications/182_IR/VOLUME/CHAPTERS/IR182_12.PDF,36,1,1,1,1
ODP 184-1143A,ODP,184,1143,A,South China Sea,113.285,9.36198,"Mar 4, 1999","Mar 5, 1999",2771,44,400,400,13.75,94.47,late Miocene to late Pliocene,nannofossil clay and ooze with clay,400,,,http://www-odp.tamu.edu/publications/184_IR/VOLUME/CHAPTERS/IR184_04.PDF,50,1,0,1,1
ODP 184-1143B,ODP,184,1143,B,South China Sea,113.285,9.36195,"Mar 7, 1999","Mar 7, 1999",2772.5,28,258.2,258.2,17.79,95.4182804,late Miocene to late Pliocene,nannofossil clay and ooze with clay,258.2,,,http://www-odp.tamu.edu/publications/184_IR/VOLUME/CHAPTERS/IR184_04.PDF,50,1,0,1,1
ODP 184-1143C,ODP,184,1143,C,South China Sea,113.285,9.36188,"Mar 8, 1999","Mar 9, 1999",2773.5,54,500,500,1.72,95.508,late Miocene to late Pliocene,nannofossil clay and ooze with clay,500,,,http://www-odp.tamu.edu/publications/184_IR/VOLUME/CHAPTERS/IR184_04.PDF,50,1,0,1,1
ODP 184-1146A,ODP,184,1146,A,South China Sea,116.273,19.4567,"Mar 22, 1999","Mar 24, 1999",2091.1,64,607,607,191.33,99.48105437,early-middle Miocene,nannofossil clay,607.12,,,http://www-odp.tamu.edu/publications/184_IR/VOLUME/CHAPTERS/IR184_07.PDF,49,1,0,1,1
ODP 184-1146B,ODP,184,1146,B,South China Sea,116.273,19.4567,"Mar 25, 1999","Mar 26, 1999",2091.7,26,245.1,245.1,0,98.61689106,late Pliocene-Pleistocene,nannofossil clay and clayey nannofossil ooze,216.31,,,http://www-odp.tamu.edu/publications/184_IR/VOLUME/CHAPTERS/IR184_07.PDF,49,1,0,1,1
ODP 184-1146C,ODP,184,1146,C,South China Sea,116.273,19.4567,"Mar 26, 1999","Mar 28, 1999",2091.7,65,603.5,598.5,836.85,101.2798663,early-middle Miocene,nannofossil clay,603.77,,,http://www-odp.tamu.edu/publications/184_IR/VOLUME/CHAPTERS/IR184_07.PDF,49,1,0,1,1
ODP 188-1165A,ODP,188,1165,A,Southern Ocean,67.219,-64.3796,"Jan 28, 2000","Jan 29, 2000",3537,1,5.4,5.4,0,100.5555556,Pleistocene to early Pliocene,diatom ooze and diatom clay,63.8,,,http://www-odp.tamu.edu/publications/188_IR/VOLUME/CHAPTERS/IR188_03.PDF,112,1,0,0,1
ODP 188-1165B,ODP,188,1165,B,Southern Ocean,67.219,-64.3796,"Jan 29, 2000","Feb 4, 2000",3537.6,76,682.2,682.2,0.03,63.6235708,early Miocene,claystone and diatom-bearing claystone,999.1,,,http://www-odp.tamu.edu/publications/188_IR/VOLUME/CHAPTERS/IR188_03.PDF,"108, 112",1,0,1,1
ODP 188-1165C,ODP,188,1165,C,Southern Ocean,67.2181,-64.3795,"Feb 4, 2000","Feb 14, 2000",3537.5,37,999.1,335.7,0.25,80.21149836,early Miocene,claystone and diatom-bearing claystone,999.1,,,http://www-odp.tamu.edu/publications/188_IR/VOLUME/CHAPTERS/IR188_03.PDF,"108, 112",1,0,1,1
ODP 188-1166A,ODP,188,1166,A,Southern Ocean,74.7869,-67.6962,"Feb 16, 2000","Feb 21, 2000",475.4,40,381.3,381.3,0.4,18.7018096,Turonian (Late Cretaceous),claystone with very fine laminations and very fine sandy silt,342.96,,,http://www-odp.tamu.edu/publications/188_IR/VOLUME/CHAPTERS/IR188_04.PDF,67,1,1,1,1
ODP 188-1166B,ODP,188,1166,B,Southern Ocean,74.7878,-67.6964,"Feb 21, 2000","Feb 22, 2000",475.4,1,0,0,3.36,N/A,NA,,N/A,,,http://www-odp.tamu.edu/publications/188_IR/VOLUME/CHAPTERS/IR188_04.PDF,,1,1,0,1
ODP 188-1167A,ODP,188,1167,A,Southern Ocean,72.2842,-66.4002,"Feb 22, 2000","Feb 28, 2000",1639.9,49,447.5,447.5,243.46,42.75530726,Pleistocene qand Holocene,"clayey silty sand and diamictons with abundant dispersed granules and pebbles, coarse sand, and clay",447.5,,,http://www-odp.tamu.edu/publications/188_IR/VOLUME/CHAPTERS/IR188_05.PDF,,1,0,0,1
ODP 188-1167B,ODP,188,1167,B,Southern Ocean,72.2835,-66.3998,"Feb 28, 2000","Feb 29, 2000",1639.9,1,0,0,105.11,N/A,NA,,N/A,,,http://www-odp.tamu.edu/publications/188_IR/VOLUME/CHAPTERS/IR188_05.PDF,,1,0,0,1
ODP 189-1168A,ODP,189,1168,A,Great Australian Bight,144.413,-42.6097,"Mar 17, 2000","Mar 24, 2000",2463.3,95,883.5,883.5,173.99,94.71986418,late Eocene,silty claystone and nannofossil-bearing organic silty claystone,883.5,,,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CHAPTERS/IR189_03.PDF,79,1,1,1,1
ODP 189-1168B,ODP,189,1168,B,Great Australian Bight,144.413,-42.6095,"Mar 24, 2000","Mar 25, 2000",2463.6,12,108.4,108.4,12.77,98.26568266,middle Miocene to early Pliocene,nannofossil and foraminifer-bearing nannofossil ooze and chalk,260,,,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CHAPTERS/IR189_03.PDF,79,1,1,1,1
ODP 189-1168C,ODP,189,1168,C,Great Australian Bight,144.413,-42.6092,"Mar 25, 2000","Mar 26, 2000",2464,31,290.5,290.5,21.07,85.42168675,early Miocene to middle Miocene,clay-bearing nannofossil chalk to nannofossil claystone,410,,,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CHAPTERS/IR189_03.PDF,79,1,1,1,1
ODP 189-1172A,ODP,189,1172,A,Tasman Sea,149.928,-43.9598,"Apr 23, 2000","Apr 26, 2000",2621.9,56,522.6,522.6,116.64,92.56027555,middle Eocene to early Paleocene,claystone,695.99,,,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CHAPTERS/IR189_07.PDF,70,1,0,1,1
ODP 189-1172B,ODP,189,1172,B,Tasman Sea,149.928,-43.9596,"Apr 26, 2000","Apr 27, 2000",2622.3,22,202.4,202.4,92.16,102.1245059,early Pliocene to late Miocene,nannofossil ooze,271.2,,,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CHAPTERS/IR189_07.PDF,70,1,0,1,1
ODP 189-1172C,ODP,189,1172,C,Tasman Sea,149.928,-43.9595,"Apr 26, 2000","Apr 28, 2000",2621.7,18,171,171,13.82,100.9590643,Holocene to early Pliocene,foraminifer nannofossil ooze,70,,,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CHAPTERS/IR189_07.PDF,70,1,0,1,1
ODP 189-1172D,ODP,189,1172,D,Tasman Sea,149.929,-43.9592,"Apr 28, 2000","May 3, 2000",2621.7,33,766.5,297.9,3.36,79.58710977,Cretaceous (Maastrichtian),claystone and silty claystone,766.5,,,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CHAPTERS/IR189_07.PDF,70,1,0,1,1
ODP 207-1257A,ODP,207,1257,A,North Atlantic Ocean,-54.342,9.45383,"Jan 15, 2003","Jan 19, 2003",2951,31,284.7,284.7,0,75.88689849,middle-late Albian,silty calcareous claystone to clayey carbonate siltstone,284.7,,,http://www-odp.tamu.edu/publications/207_IR/VOLUME/CHAPTERS/IR207_04.PDF,54,1,0,1,1
